Time,CER
0.0,0.6730376193530817
0.1,0.6725880646120709
0.2,0.6718346455779137
0.30000000000000004,0.6707739288164398
0.4,0.6694015446794105
0.5,0.6677121481341011
0.6000000000000001,0.6656993734515892
0.7000000000000001,0.6633557817546756
0.8,0.6606728001764134
0.9,0.657640651011421
1.0,0.6542482691627038
1.1,0.6504832027375895
1.2000000000000002,0.6463314967340967
1.3,0.6417775482717744
1.4000000000000001,0.636803926242287
1.5,0.6313911378110689
1.6,0.6255173155924229
1.7000000000000002,0.6191577834847584
1.8,0.6122844355057103
1.9000000000000001,0.6048648285958709
2.0,0.5968608478763571
2.1,0.5882267577631555
2.2,0.5789064226813451
2.3000000000000003,0.5688295038533058
2.4000000000000004,0.5579065766147713
2.5,0.5460234559296123
2.6,0.5330356680723441
2.7,0.5187650291961342
2.8000000000000003,0.5030016142595927
2.9000000000000004,0.4855156513355706
3.0,0.46608421626320995
3.1,0.44453572060312574
3.2,0.4208098089148566
3.3000000000000003,0.39502147017649464
3.4000000000000004,0.3675089723989275
3.5,0.3388419138119766
3.6,0.30977431261801724
3.7,0.2811478291073584
3.8000000000000003,0.2537719544962697
3.9000000000000004,0.22831769286009676
4.0,0.20525294592689608
4.1000000000000005,0.18482814301346417
4.2,0.16710228413498815
4.3,0.15199083803185454
4.4,0.1393180239098261
4.5,0.1288622002648678
4.6000000000000005,0.12038967096609564
4.7,0.11367679435791611
4.800000000000001,0.10852252838668318
4.9,0.10475412738603519
5.0,0.10222841769768617
5.1000000000000005,0.10083048680952846
5.2,0.10047102756800395
5.300000000000001,0.10108310428749508
5.4,0.10261877162976064
5.5,0.10504575968920386
5.6000000000000005,0.10834430949296267
5.7,0.11250417466845762
5.800000000000001,0.11752177639371245
5.9,0.12339749513456981
6.0,0.1301330938678965
6.1000000000000005,0.13772928625037215
6.2,0.14618348404458933
6.300000000000001,0.15548777665653202
6.4,0.16562720828752642
6.5,0.17657842227758688
6.6000000000000005,0.188308736198516
6.7,0.20077569506529075
6.800000000000001,0.21392712515722095
6.9,0.22770168028885227
7.0,0.2420298398598911
7.1000000000000005,0.25683528790848
7.2,0.27203657856289715
7.300000000000001,0.28754897854907185
7.4,0.303286373101022
7.5,0.3191631274894943
7.6000000000000005,0.33509581080511297
7.7,0.3510047090442743
7.800000000000001,0.36681507799275165
7.9,0.3824581100479924
8.0,0.39787161064113363
8.1,0.4130003977160124
8.200000000000001,0.42779645097128566
8.3,0.4422188461382484
8.4,0.45623351383881067
8.5,0.46981286326344285
8.6,0.48293530889522196
8.700000000000001,0.49558473465799285
8.8,0.5077499249677209
8.9,0.5194239868564439
9.0,0.5306037820962727
9.1,0.5412893834007567
9.200000000000001,0.5514835645141886
9.3,0.5611913304029578
9.4,0.570419490847692
9.5,0.5791762784609612
9.600000000000001,0.5874710104532411
9.700000000000001,0.5953137922563246
9.8,0.6027152603020456
9.9,0.6096863607633354
10.0,0.6162381608205132
10.100000000000001,0.6223816889555105
10.200000000000001,0.628127800847762
10.3,0.6334870676059432
10.4,0.6384696832862566
10.5,0.643085388895829
10.600000000000001,0.6473434103400867
10.700000000000001,0.6512524080325723
10.8,0.6548204361354745
10.9,0.6580549096330246
11.0,0.6609625776545245
11.100000000000001,0.6635495016570783
11.200000000000001,0.6658210372498005
11.3,0.6677818185911749
11.4,0.6694357444206622
11.5,0.6707859648949434
11.600000000000001,0.6718348684901162
11.700000000000001,0.6725840683042845
11.8,0.6730343871513219
11.9,0.6731858408770381
12.0,0.6730376193530813
12.100000000000001,0.6725880646120718
12.200000000000001,0.6718346455779134
12.3,0.6707739288164395
12.4,0.6694015446794098
12.5,0.6677121481340997
12.600000000000001,0.6656993734515887
12.700000000000001,0.6633557817546741
12.8,0.6606728001764139
12.9,0.6576406510114211
13.0,0.6542482691627037
13.100000000000001,0.6504832027375896
13.200000000000001,0.6463314967340982
13.3,0.6417775482717738
13.4,0.6368039262422867
13.5,0.6313911378110684
13.600000000000001,0.6255173155924222
13.700000000000001,0.6191577834847578
13.8,0.6122844355057094
13.9,0.6048648285958715
14.0,0.5968608478763571
14.100000000000001,0.5882267577631559
14.200000000000001,0.578906422681345
14.3,0.5688295038533056
14.4,0.5579065766147713
14.5,0.5460234559296122
14.600000000000001,0.5330356680723439
14.700000000000001,0.5187650291961342
14.8,0.5030016142595926
14.9,0.4855156513355706
15.0,0.46608421626320995
15.100000000000001,0.4445357206031256
15.200000000000001,0.4208098089148563
15.3,0.39502147017649497
15.4,0.3675089723989279
15.5,0.33884191381197654
15.600000000000001,0.3097743126180178
15.700000000000001,0.2811478291073579
15.8,0.2537719544962703
15.9,0.22831769286009573
16.0,0.20525294592689575
16.1,0.18482814301346345
16.2,0.16710228413498843
16.3,0.15199083803185431
16.400000000000002,0.13931802390982573
16.5,0.12886220026486844
16.6,0.12038967096609589
16.7,0.11367679435791629
16.8,0.10852252838668285
16.900000000000002,0.10475412738603583
17.0,0.10222841769768644
17.1,0.10083048680952852
17.2,0.10047102756800397
17.3,0.10108310428749466
17.400000000000002,0.10261877162975981
17.5,0.10504575968920418
17.6,0.10834430949296259
17.7,0.11250417466845672
17.8,0.11752177639371307
17.900000000000002,0.12339749513457024
18.0,0.13013309386789654
18.1,0.13772928625037165
18.2,0.14618348404458822
18.3,0.15548777665653254
18.400000000000002,0.16562720828752708
18.5,0.17657842227758613
18.6,0.18830873619851538
18.7,0.20077569506529122
18.8,0.21392712515722095
18.900000000000002,0.2277016802888516
19.0,0.24202983985989027
19.1,0.2568352879084813
19.200000000000003,0.27203657856289776
19.3,0.28754897854907185
19.400000000000002,0.3032863731010209
19.5,0.3191631274894935
19.6,0.3350958108051149
19.700000000000003,0.3510047090442742
19.8,0.3668150779927502
19.900000000000002,0.3824581100479914
20.0,0.39787161064113424
20.1,0.4130003977160121
20.200000000000003,0.42779645097128544
20.3,0.4422188461382491
20.400000000000002,0.4562335138388111
20.5,0.4698128632634413
20.6,0.48293530889522257
20.700000000000003,0.4955847346579937
20.8,0.5077499249677201
20.900000000000002,0.5194239868564434
21.0,0.5306037820962726
21.1,0.5412893834007564
21.200000000000003,0.5514835645141888
21.3,0.5611913304029575
21.400000000000002,0.5704194908476922
21.5,0.5791762784609614
21.6,0.5874710104532428
21.700000000000003,0.5953137922563243
21.8,0.6027152603020453
21.900000000000002,0.6096863607633357
22.0,0.6162381608205143
22.1,0.6223816889555086
22.200000000000003,0.6281278008477624
22.3,0.6334870676059442
22.400000000000002,0.6384696832862569
22.5,0.6430853888958273
22.6,0.6473434103400852
22.700000000000003,0.6512524080325726
22.8,0.6548204361354706
22.900000000000002,0.658054909633023
23.0,0.6609625776545258
23.1,0.6635495016570819
23.200000000000003,0.665821037249796
23.3,0.6677818185911775
23.400000000000002,0.6694357444206663
23.5,0.6707859648949426
23.6,0.6718348684901175
23.700000000000003,0.6725840683042853
23.8,0.6730343871513254
23.900000000000002,0.6731858408770371
24.0,0.6730376193530809
